majority,congress,session,rollcall-num,legis-num,vote-question,vote-result,vote-desc,r-y,r-no,r-p,r-nv,d-y,d-no,d-p,d-nv,ind-y,ind-n,i-p,i-nv,
R,114,2nd,522,H R 5785,On Motion to Suspend the Rules and Pass,Passed,To amend title 5, United States Code, to provide for an annuity supplement for certain air traffic controllers,228,4,0,13,171,0,0,15,0,0,0,0,
R,114,2nd,523,H R 5690,On Motion to Suspend the Rules and Pass,Passed,GAO Access and Oversight Act,234,0,0,11,170,0,0,16,0,0,0,0,
R,114,2nd,524,H RES 875,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 3438, to Require Evaluation Before Implementing Executive Wishlists Act of 2015; and providing for consideration of H.R. 5719, the Empowering Employees Through Stock Ownership Act,236,0,0,9,1,171,0,14,0,0,0,0,
R,114,2nd,525,H RES 875,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 3438, to Require Evaluation Before Implementing Executive Wishlists Act of 2015; and providing for consideration of H.R. 5719, the Empowering Employees Through Stock Ownership Act,238,2,0,5,1,179,0,6,0,0,0,0,
R,114,2nd,526,H RES 876,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 5461, the Iranian Leadership Asset Transparency Act,242,0,0,3,0,181,0,5,0,0,0,0,
R,114,2nd,527,H RES 876,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 5461, the Iranian Leadership Asset Transparency Act,241,0,0,4,6,174,0,6,0,0,0,0,
R,114,2nd,528,H R 3957,On Motion to Suspend the Rules and Pass, as Amended,Passed,Emergency Citrus Disease Response Act of 2016,224,15,0,6,176,5,0,5,0,0,0,0,
R,114,2nd,529,H R 5659,On Motion to Suspend the Rules and Pass, as Amended,Passed,Expanding Seniors Receiving Dialysis Choice Act of 2016,242,0,0,3,181,0,0,5,0,0,0,0,
R,114,2nd,53,H R 3762,Passage, Objections of the President To The Contrary Notwithstanding,Failed,An Act to provide for reconciliation pursuant to section 2002 of the concurrent resolution on the budget for fiscal year 2016,240,3,0,2,1,183,0,4,0,0,0,0,
R,114,2nd,530,H R 5713,On Motion to Suspend the Rules and Pass, as Amended,Passed,Sustaining Healthcare Integrity and Fair Treatment Act of 2016,239,3,0,3,181,0,0,5,0,0,0,0,
R,114,2nd,531,H R 5613,On Motion to Suspend the Rules and Pass, as Amended,Passed,Continuing Access to Hospitals Act of 2016,240,0,0,5,180,0,0,6,0,0,0,0,
R,114,2nd,532,H R 3438,On Agreeing to the Amendment,Failed,None,8,231,0,6,181,1,0,4,0,0,0,0,
R,114,2nd,533,H R 3438,On Agreeing to the Amendment,Failed,None,6,235,0,4,178,2,0,6,0,0,0,0,
R,114,2nd,534,H R 3438,On Motion to Recommit with Instructions,Failed,REVIEW Act of 2016,0,239,0,6,182,1,0,3,0,0,0,0,
R,114,2nd,535,H R 3438,On Passage,Passed,REVIEW Act of 2016,240,1,0,4,4,179,0,3,0,0,0,0,
R,114,2nd,536,H R 5461,On Passage,Passed,Iranian Leadership Asset Transparency Act,240,2,0,3,42,141,0,3,0,0,0,0,
R,114,2nd,537,H R 5859,On Motion to Suspend the Rules and Pass, as Amended,Passed,Community Counter-terrorism Preparedness Act,212,30,0,3,183,0,0,3,0,0,0,0,
R,114,2nd,538,H R 6007,On Motion to Suspend the Rules and Pass,Passed,To amend title 49, United States Code, to include consideration of certain impacts on commercial space launch and reentry activities in a navigable airspace analysis, and for other purposes,242,0,0,3,183,0,0,3,0,0,0,0,
R,114,2nd,539,H R 5977,On Motion to Suspend the Rules and Pass,Passed,To direct the Secretary of Transportation to provide to the appropriate committees of Congress advance notice of certain announcements, and for other purposes,241,1,0,3,183,0,0,3,0,0,0,0,
R,114,2nd,54,H R 3662,On Passage,Passed,Iran Terror Finance Transparency Act,243,0,0,2,3,181,0,4,0,0,0,0,
R,114,2nd,540,H R 6014,On Motion to Suspend the Rules and Pass, as Amended,Passed,To allow the Administrator of the Federal Aviation Administration to enter into reimbursable agreements for certain airport projects,242,0,0,3,183,0,0,3,0,0,0,0,
R,114,2nd,541,H R 5147,On Motion to Suspend the Rules and Pass, as Amended,Passed,Bathrooms Accessible in Every Situation (BABIES) Act,208,34,0,3,181,0,0,5,0,0,0,0,
R,114,2nd,542,H RES 879,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 5931, Prohibiting Future Ransom Payments to Iran Act,236,0,0,9,0,175,0,11,0,0,0,0,
R,114,2nd,543,H RES 879,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 5931, Prohibiting Future Ransom Payments to Iran Act,235,2,0,8,1,176,0,9,0,0,0,0,
R,114,2nd,544,H R 5719,On Passage,Passed,Empowering Employees through Stock Ownership Act,232,1,0,12,55,123,0,8,0,0,0,0,
R,114,2nd,545,H R 5320,On Motion to Suspend the Rules and Pass, as Amended,Passed,Social Security Must Avert Identity Loss Act of 2016,237,0,0,8,177,0,0,9,0,0,0,0,
R,114,2nd,546,H R 5946,On Motion to Suspend the Rules and Pass, as Amended,Passed,United States Appreciation for Olympians and Paralympians Act of 2016,238,0,0,7,177,1,0,8,0,0,0,0,
R,114,2nd,547,H R 2285,On Motion to Suspend the Rules and Pass, as Amended,Passed,Prevent Trafficking in Cultural Property Act,237,0,0,8,178,0,0,8,0,0,0,0,
R,114,2nd,548,H R 5523,On Motion to Suspend the Rules and Pass, as Amended,Passed,Clyde-Hirsch-Sowers RESPECT Act,238,0,0,7,177,0,0,9,0,0,0,0,
R,114,2nd,549,H R 5625,On Motion to Suspend the Rules and Pass, as Amended,Passed,Modernizing Government Travel Act,238,0,0,7,177,0,0,9,0,0,0,0,
R,114,2nd,55,H RES 595,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 1675, the Encouraging Employee Ownership Act of 2015, and providing for consideration of H.R. 766, the Financial Institution Customer Protection Act of 2015,239,0,0,6,1,176,0,11,0,0,0,0,
R,114,2nd,550,S 1550,On Motion to Suspend the Rules and Pass, as Amended,Passed,Program Management Improvement Accountability Act,227,11,0,7,177,0,0,9,0,0,0,0,
R,114,2nd,551,H R 4419,On Motion to Suspend the Rules and Pass, as Amended,Passed,District of Columbia Judicial Financial Transparency Act,238,0,0,7,176,0,0,10,0,0,0,0,
R,114,2nd,552,H R 5963,On Motion to Suspend the Rules and Pass, as Amended,Passed,To reauthorize and improve the Juvenile Justice and Delinquency Prevention Act,207,29,0,9,175,0,0,11,0,0,0,0,
R,114,2nd,553,H R 5931,On Agreeing to the Amendment,Failed,None,5,232,0,8,171,6,0,9,0,0,0,0,
R,114,2nd,554,H R 5931,On Passage,Passed,To provide for the prohibition on cash payments to the Government of Iran, and for other purposes,238,1,0,6,16,162,0,8,0,0,0,0,
R,114,2nd,555,H R 5037,On Motion to Suspend the Rules and Pass, as Amended,Passed,District of Columbia Courts and Public Defender Service Voluntary Separation Incentive Payments Act,236,1,0,8,177,0,0,9,0,0,0,0,
R,114,2nd,557,H R 3537,On Motion to Suspend the Rules and Pass, as Amended,Passed,Dangerous Synthetic Drug Control Act,192,20,0,33,66,81,0,39,0,0,0,0,
R,114,2nd,558,H R 5392,On Motion to Suspend the Rules and Pass,Passed,No Veterans Crisis Line Call Should Go Unanswered Act,211,0,0,34,146,0,0,40,0,0,0,0,
R,114,2nd,559,H RES 893,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 954, the CO-OP Consumer Protection Act of 2016,242,0,0,3,2,176,0,8,0,0,0,0,
R,114,2nd,56,H RES 595,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 1675, the Encouraging Employee Ownership Act of 2015, and providing for consideration of H.R. 766, the Financial Institution Customer Protection Act of 2015,240,0,0,5,2,175,0,11,0,0,0,0,
R,114,2nd,560,H RES 893,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 954, the CO-OP Consumer Protection Act of 2016,243,0,0,2,0,177,0,9,0,0,0,0,
R,114,2nd,561,H RES 892,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 5303, the Water Resources Development Act of 2016; providing for consideration of motions to suspend the rules; and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules,243,0,0,2,0,178,0,8,0,0,0,0,
R,114,2nd,562,H RES 892,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 5303, the Water Resources Development Act of 2016; providing for consideration of motions to suspend the rules; and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules,241,2,0,2,0,178,0,8,0,0,0,0,
R,114,2nd,563,H R 954,On Passage,Passed,CO-OP Consumer Protection Act of 2016,242,0,0,3,16,165,0,5,0,0,0,0,
R,114,2nd,564,S 2040,On Passage, The Objections of the President to the Contrary Notwithstanding,Passed,Justice Against Sponsors of Terrorism Act,225,18,0,2,123,59,1,3,0,0,0,0,
R,114,2nd,565,H RES 897,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 5303, the Water Resources Development Act of 2016; and for consideration of H.R. 6094, Regulatory Relief for Small Businesses, Schools, and Nonprofits Act; providing for proceedings during the period from September 29, 2016, through November 11, 2016,242,0,0,3,0,183,0,3,0,0,0,0,
R,114,2nd,566,H RES 897,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 5303, the Water Resources Development Act of 2016; and for consideration of H.R. 6094, Regulatory Relief for Small Businesses, Schools, and Nonprofits Act; providing for proceedings during the period from September 29, 2016, through November 11, 2016,233,9,0,3,1,182,0,3,0,0,0,0,
R,114,2nd,568,H R 5303,On Agreeing to the Amendment,Failed,None,190,51,0,4,0,182,0,4,0,0,0,0,
R,114,2nd,569,H R 5303,On Agreeing to the Amendment,Agreed to,None,224,18,0,3,183,0,0,3,0,0,0,0,
R,114,2nd,57,H R 1675,On Agreeing to the Amendment,Failed,None,1,240,0,4,179,3,0,6,0,0,0,0,
R,114,2nd,570,H R 5303,On Agreeing to the Amendment,Agreed to,None,101,141,1,2,183,0,0,3,0,0,0,0,
R,114,2nd,571,H R 5303,On Motion to Recommit with Instructions,Failed,Water Resources Development Act,2,242,0,1,179,1,0,6,0,0,0,0,
R,114,2nd,572,H R 5303,On Passage,Passed,Water Resources Development Act,223,21,0,1,176,4,0,6,0,0,0,0,
R,114,2nd,573,H R 5325,On Agreeing to the Senate Amendment,Passed,Making appropriations for the Legislative Branch for the fiscal year ending September 30, 2017, and for other purposes,170,75,0,1,172,10,0,4,0,0,0,0,
R,114,2nd,574,H R 6094,On Passage,Passed,Regulatory Relief for Small Businesses, Schools, and Nonprofits Act,241,0,0,4,5,177,0,4,0,0,0,0,
R,114,2nd,575,H R 985,On Motion to Suspend the Rules and Pass, as Amended,Passed,Concrete Masonry Products Research, Education, and Promotion Act of 2015,188,37,0,20,167,1,0,18,0,0,0,0,
R,114,2nd,576,H R 2669,On Motion to Suspend the Rules and Pass, as Amended,Passed,Anti-Spoofing Act of 2016,219,5,0,22,163,0,0,25,0,0,0,0,
R,114,2nd,577,H R 6297,On Motion to Suspend the Rules and Pass,Passed,Iran Sanctions Extension Act,236,1,0,9,183,0,0,5,0,0,0,0,
R,114,2nd,578,H RES 780,On Motion to Suspend the Rules and Agree, as Amended,Passed,Urging respect for the constitution of the Democratic Republic of the Congo in the democratic transition of power in 2016,234,3,0,9,182,0,0,6,0,0,0,0,
R,114,2nd,579,H RES 921,On Ordering the Previous Question,Passed,Consideration of the bill (H.R. 5711) to prohibit the Secretary of the Treasury from authorizing certain transactions by a U.S. financial institution in connection with the export or re-export of a commerical passenger aircraft to the Islamic Republic of Iran; consideration of (H.R. 5982) Midnight Rules Relief Act,231,0,0,15,0,181,0,7,0,0,0,0,
R,114,2nd,58,H R 1675,On Agreeing to the Amendment,Failed,None,21,213,0,11,173,8,0,7,0,0,0,0,
R,114,2nd,580,H RES 921,On Agreeing to the Resolution,Passed,Consideration of the bill (H.R. 5711) to prohibit the Secretary of the Treasury from authorizing certain transactions by a U.S. financial institution in connection with the export or re-export of a commerical passenger aircraft to the Islamic Republic of Iran; consideration of (H.R. 5982) Midnight Rules Relief Act,231,0,0,15,0,181,0,7,0,0,0,0,
R,114,2nd,581,H R 5982,On Agreeing to the Amendment,Failed,None,0,233,0,13,180,0,0,8,0,0,0,0,
R,114,2nd,582,H R 5982,On Agreeing to the Amendment,Failed,None,0,236,0,10,179,2,0,7,0,0,0,0,
R,114,2nd,583,H R 5982,On Agreeing to the Amendment,Failed,None,0,236,0,10,180,1,0,7,0,0,0,0,
R,114,2nd,584,H R 5982,On Motion to Recommit with Instructions,Failed,Midnight Rules Relief Act of 2016,0,237,0,9,181,2,0,5,0,0,0,0,
R,114,2nd,585,H R 5982,On Passage,Passed,Midnight Rules Relief Act of 2016,237,0,0,9,3,179,0,6,0,0,0,0,
R,114,2nd,586,H R 5711,On Motion to Recommit with Instructions,Failed,To prohibit the Secretary of the Treasury from authorizing certain transactions by a U.S. financial institution in connection with the export or re-export of a commerical passenger aircraft to the Islamic Republic of Iran,0,235,0,11,181,0,0,7,0,0,0,0,
R,114,2nd,587,H R 5711,On Passage,Passed,To prohibit the Secretary of the Treasury from authorizing certain transactions by a U.S. financial institution in connection with the export or re-export of a commerical passenger aircraft to the Islamic Republic of Iran,235,0,0,11,8,174,0,6,0,0,0,0,
R,114,2nd,588,H R 5422,On Motion to Suspend the Rules and Pass,Passed,To ensure funding for the National Human Trafficking Hotline, and for other purposes,223,0,0,23,176,0,0,12,0,0,0,0,
R,114,2nd,589,H R 4757,On Motion to Suspend the Rules and Pass, as Amended,Passed,To amend title 38, United States Code, to expand the eligiblity for headstones, markers, and medallions furnished by the Secretary of Veterans Affairs for deceased individuals who were awarded the Medal of Honor and are buried in private cemeteries,225,0,0,21,176,0,0,12,0,0,0,0,
R,114,2nd,59,H R 1675,On Agreeing to the Amendment,Failed,None,2,237,0,6,171,11,0,6,0,0,0,0,
R,114,2nd,590,H RES 934,On Agreeing to the Resolution,Passed,Providing for consideration of the Senate amendment to H.R. 34, the Tsunami Warning, Education, and Research Act of 2015; and providing for consideration of H.R. 6392, the Systemic Risk Designation Improvement Act of 2016,229,0,0,17,1,180,0,7,0,0,0,0,
R,114,2nd,591,H R 5047,On Motion to Suspend the Rules and Pass,Passed,To direct the Secretary of Veterans Affairs and the Secretary of Labor to provide information to veterans and members of the Armed Forces about articulation agreements between institutions of higher learning, and for other purposes,233,0,0,13,178,3,0,7,0,0,0,0,
R,114,2nd,592,H R 34,On Concurring in the Senate Amendment with an Amendment,Passed,Tsunami Warning, Education, and Research Act of 2015,218,20,0,8,174,6,0,8,0,0,0,0,
R,114,2nd,593,H R 6393,On Motion to Suspend the Rules and Pass,Passed,Intelligence Authorization Act for Fiscal Year 2017,232,6,0,8,158,24,0,6,0,0,0,0,
R,114,2nd,594,H RES 933,On Ordering the Previous Question,Passed,Providing amounts for further expenses of the Committee on Energy and Commerce in the One Hundred Fourteenth Congress,233,0,0,13,2,177,0,9,0,0,0,0,
R,114,2nd,595,H RES 933,On Agreeing to the Resolution,Passed,Providing amounts for further expenses of the Committee on Energy and Commerce in the One Hundred Fourteenth Congress,232,2,0,12,2,179,0,7,0,0,0,0,
R,114,2nd,596,H RES 937,On Ordering the Previous Question,Passed,Providing for consideration of the conference report to accompany the bill (S. 2943) the National Defense Authorization Act for Fiscal Year 2017, and for other purposes,235,0,0,11,0,180,0,8,0,0,0,0,
R,114,2nd,597,H RES 937,On Agreeing to the Resolution,Passed,Providing for consideration of the conference report to accompany the bill (S. 2943) the National Defense Authorization Act for Fiscal Year 2017, and for other purposes,235,0,0,11,42,139,0,7,0,0,0,0,
R,114,2nd,598,H R 6392,On Motion to Recommit with Instructions,Failed,Systemic Risk Designation Improvement Act,0,233,0,13,178,3,0,7,0,0,0,0,
R,114,2nd,599,H R 6392,On Passage,Passed,Systemic Risk Designation Improvement Act,234,0,0,12,20,161,0,7,0,0,0,0,
R,114,2nd,6,H R 3762,On Motion to Concur in the Senate Amendment,Passed,An Act to provide for reconciliation pursuant to section 2002 of the concurrent resolution on the budget for fiscal year 2016,239,3,0,4,1,178,0,9,0,0,0,0,
R,114,2nd,60,H R 1675,On Motion to Recommit with Instructions,Failed,Encouraging Employee Ownership Act of 2015,2,240,0,3,182,1,0,5,0,0,0,0,
R,114,2nd,600,S 2943,On Agreeing to the Conference Report,Passed,National Defense Authorization Act for Fiscal Year 2017,230,4,0,12,145,30,0,13,0,0,0,0,
R,114,2nd,601,H R 5015,On Motion to Suspend the Rules and Pass, as Amended,Passed,Combat-Injured Veterans Tax Fairness Act,223,0,0,23,169,0,0,18,0,0,0,0,
R,114,2nd,602,H R 6427,On Motion to Suspend the Rules and Pass,Passed,Creating Financial Prosperity for Businesses and Investors Act,222,0,0,24,169,2,0,16,0,0,0,0,
R,114,2nd,603,S 1635,On Motion to Suspend the Rules and Pass, as Amended,Passed,Department of State Authorities Act, Fiscal Year 2017,205,16,0,25,169,0,0,18,0,0,0,0,
R,114,2nd,604,H R 6394,On Motion to Suspend the Rules and Pass,Passed,Improving Broadband Access for Veterans Act of 2016,233,4,0,9,178,0,0,9,0,0,0,0,
R,114,2nd,605,H RES 939,On Motion to Suspend the Rules and Agree,Passed,Expressing the sense of the House of Representatives that all students should have access to the digital tools necessary to further their education and compete in the 21st century economy,235,1,0,10,179,0,0,8,0,0,0,0,
R,114,2nd,606,H R 6416,On Motion to Suspend the Rules and Pass,Passed,Jeff Miller and Richard Blumenthal Veterans Health Care and Benefits Improvement Act of 2016,239,0,0,7,180,0,0,7,0,0,0,0,
R,114,2nd,607,H RES 828,On Motion to Table,Failed,Raising a question of the privileges of the House,2,235,0,9,178,0,0,9,0,0,0,0,
R,114,2nd,608,H RES 828,On Motion to Refer,Passed,Raising a question of the privileges of the House,166,72,0,8,176,0,0,11,0,0,0,0,
R,114,2nd,609,H RES 944,On Ordering the Previous Question,Passed,Providing for consideration of the bill (H.R. 5143) Transparent Insurance Standards Act; providing for proceedings during the period from December 9, 2016, through January 3, 2017; and providing for consideration of motions to suspend the rules,231,0,0,15,0,178,0,9,0,0,0,0,
R,114,2nd,61,H R 1675,On Passage,Passed,Encouraging Employee Ownership Act of 2015,241,1,0,3,24,158,0,6,0,0,0,0,
R,114,2nd,610,H RES 944,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 5143) Transparent Insurance Standards Act; providing for proceedings during the period from December 9, 2016, through January 3, 2017; and providing for consideration of motions to suspend the rules,230,2,0,14,2,178,0,7,0,0,0,0,
R,114,2nd,611,H R 1219,On Motion to Suspend the Rules and Pass, as Amended,Passed,Arbuckle Project Maintenance Complex and District Office Conveyance Act of 2016,232,1,0,13,180,0,0,7,0,0,0,0,
R,114,2nd,612,S 3028,On Motion to Suspend the Rules and Pass,Passed,Daniel J. Evans Olympic National Park Wilderness Act,223,7,2,14,178,1,0,8,0,0,0,0,
R,114,2nd,613,H R 5143,On Passage,Passed,To provide greater transparency and congressional oversight of international insurance standards setting processes, and for other purposes,235,0,0,11,4,170,0,13,0,0,0,0,
R,114,2nd,614,H R 6076,On Motion to Suspend the Rules and Pass, as Amended,Passed,To require the Administrator of the National Aeronautics and Space Administration to establish a program for the medical monitoring, diagnosis, and treatment of astronauts, and for other purposes,236,0,0,10,177,0,0,10,0,0,0,0,
R,114,2nd,615,S 2971,On Motion to Suspend the Rules and Pass, as Amended,Passed,National Urban Search and Rescue Response System Act,229,7,0,10,176,0,0,11,0,0,0,0,
R,114,2nd,616,H R 5790,On Motion to Suspend the Rules and Pass, as Amended,Passed,Federal Bureau of Investigation Whistleblower Protection Enhancement Act,233,0,0,13,171,0,0,16,0,0,0,0,
R,114,2nd,617,H RES 949,On Ordering the Previous Question,Passed,Providing for consideration of the Senate amendment to the bill (H.R. 2028) making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2016, and for other purposes, and providing for consideration of the bill (S. 612) to designate the Federal building,233,1,0,12,1,180,0,6,0,0,0,0,
